person_id,person_name,pocet_clenstvi,role,afiliace,skupiny
3028,"Mgr. Pavlína Žílová",2,"Členové","MZ, CAU","Pracovní komise pro systémové řešení urgentních příjmů (Členové) ; Řídící rada pro implementaci CZ-DRG do resortu zdravotnictví (Členové)"
3029,"Bc. Dagmar Žitníková",2,"Členové","předsedkyně Odborového svazu zdravotnictví a sociální péče ČR","Strategická skupina pro personální stabilizaci resortu zdravotnictví (Členové) ; Pracovní skupina pro nastavení systémových změn v odbornosti zdravotnický záchranář (Členové)"
3089,"MUDr. Lenka Štěpánková, Ph.D.",2,"Členové; Místopředseda","Společnost pro léčbu závislosti na tabáku","Mezirezortní pracovní skupina k problematice komplexní ochrany před škodami působenými tabákem (MPS KOTA) (Členové) ; Pracovní skupina pro rozvoj a implementaci mezinárodních principů na podporu zdraví do systémů řízení kvality ve zdravotnických zařízeních (Místopředseda)"
3139,"prof. MUDr. Zdeněk Šumník, Ph.D.",2,"Členové","Endo-ERN, FN Motol","Mezioborová komise pro vzácná onemocnění (Členové) ; Pracovní skupina pro obezitu a diabetes v rámci Národního programu prevence a léčby obezity České republiky (Členové)"
3169,"Ing. Vanda Horná, MBA",2,"Členové; Tajemník","Členy poradního orgánu jmenuje a odvolává ministr zdravotnictví ze zástupců státu, zdravotních pojišťoven, odborných společností a pacientských organizací. Kontakt: ORPHANY (zavináč) mzd.gov.cz","Pracovní skupina Ministerstva zdravotnictví pro koordinaci spolupráce s OECD (Členové) ; Poradní orgán pro úhradu léčiv určených k léčbě vzácných onemocnění (Tajemník)"
3251,"MUDr. Jan Kynčl, Ph.D.",2,"Členové","Státní zdravotní ústav","Komise pro řešení závažných hrozeb pro veřejné zdraví s možnými přeshraničními dopady (Ústřední epidemiologická komise) (Členové) ; Národní institut pro zvládání pandemie (Členové)"
3254,"Ing. Jiří Horecký, Ph.D., MSc., MBA",2,"Členové","","Rada poskytovatelů Ministerstva zdravotnictví (Členové) ; Mezioborová a meziresortní pracovní skupina pro koncepční řešení problematiky Alzheimerovy nemoci a obdobných onemocnění (PS PAN) (Členové)"
3266,"Ing. David Šmehlík, MHA",2,"Členové","","Řídící rada pro implementaci CZ-DRG do resortu zdravotnictví (Členové) ; Řídící rada Národního screeningového centra (Členové)"
3270,"Bc. Ivona Mikulenková",2,"Členové","Česká asociace sester","Akreditační komise pro nelékařská povolání dle § 47 zákona č. 96/2004 Sb. (Členové) ; Pracovní skupina pro koncepční řešení pediatrické péče (Členové)"
3275,"JUDr. Ladislav Švec",2,"Předseda; Členové","náměstek ministra","Odborná rada pro ošetřovatelství a řízení implementace a hodnocení úspěšnosti Koncepce ošetřovatelství (Předseda) ; Pracovní skupina pro reformu veřejného zdraví v ČR (Členové)"
3289,"Ing. Jitka Šmehlíková",2,"Členové","Asociace nemocnic ČR","Pracovní komise pro systémové řešení urgentních příjmů (Členové) ; Poradní skupina ekonomů lůžkové péče (Členové)"
3321,"MUDr. Jan Šoupal, Ph.D.",2,"Členové","ČLS JEP","Komise pro kategorizaci a úhradovou regulaci zdravotnických prostředků (Členové) ; Pracovní skupina pro obezitu a diabetes v rámci Národního programu prevence a léčby obezity České republiky (Členové)"
3335,"MUDr. Markéta Trnková",2,"Členové","Společnost českých patologů ČLS JEP","Komise pro program screeningu karcinomu děložního hrdla (Členové) ; Komise pro přípravu programu časného záchytu karcinomu prostaty (Členové)"
3362,"MUDr. Michaela Matoušková",2,"Členové","Sekce ambulantních urologů ČUS ČLS JEP ; Česká urologická společnost ČLS JEP","Komise pro přípravu programu časného záchytu karcinomu prostaty (Členové) ; Komise pro schvalování pracovišť a zařazení radiologického pracoviště pro provádění magnetické rezonance (MRI) v rámci Populačního pilotního programu časného záchytu karcinomu prostaty v ČR a pro schvalování pracovišť a zařazení urologického pracoviště pro provádění biopsie prostaty v rámci Populačního pilotního programu časného záchytu karcinomu prostaty v ČR (Členové)"
3374,"Ing. et Ing. Lenka Poliaková",2,"Členové","","Resortní koordinační skupina Ministerstva zdravotnictví ČR pro Evropskou unii (Členové) ; Řídící rada pro implementaci CZ-DRG do resortu zdravotnictví (Členové)"
3376,"MUDr. Pavel Frňka",2,"Členové","","Řídící rada pro implementaci CZ-DRG do resortu zdravotnictví (Členové) ; Meziresortní pracovní komise pro přípravu a koordinaci zavedení MKN-11 v ČR (Členové)"
3379,"Pavel Nesměrák",2,"Členové","","Řídící rada pro implementaci CZ-DRG do resortu zdravotnictví (Členové) ; Meziresortní pracovní komise pro přípravu a koordinaci zavedení MKN-11 v ČR (Členové)"
3381,"Ing. Lucie Súkupová, Ph.D.",2,"Členové","Česká společnost fyziků v medicíně, z.s.","Pracovní skupina pro lékařské ozáření (Členové) ; Komise pro program časného záchytu karcinomu plic (Členové)"
3443,"Mgr. Claudia Varhol",2,"Členové","Svaz obcí a měst České republiky ; Svaz měst a obcí ČR","Mezirezortní pracovní skupina pro snížení škod působených alkoholem - MPS SPA (Členové) ; Mezirezortní pracovní skupina k problematice komplexní ochrany před škodami působenými tabákem (MPS KOTA) (Členové)"
3495,"RNDr. Šárka Daňková",2,"Členové; Tajemník","","Pracovní skupina Ministerstva zdravotnictví pro koordinaci spolupráce s OECD (Členové) ; Meziresortní pracovní komise pro přípravu a koordinaci zavedení MKN-11 v ČR (Tajemník)"
3531,"prof. MUDr. Pavel Dřevínek, Ph.D.",2,"Členové","","Národní institut pro zvládání pandemie (Členové) ; Pracovní skupina pro bakteriofágovou terapii (Členové)"
3562,"doc. PhDr. Ing. Hana Konečná, Ph.D.",2,"Členové","Jihočeská univerzita, Zdravotně sociální fakulta, České Budějovice","Etická komise Ministerstva zdravotnictví (Členové) ; Komise pro reprodukční medicínu (Členové)"
3601,"doc. Mgr. Věra Franková, Ph.D. et Ph.D.",2,"Členové","Společnost lékařské etiky ČLS JEP","Komise pro reprodukční medicínu (Členové) ; Komise pro novorozenecký laboratorní screening (Členové)"
3605,"MUDr. Jiří Škultéty",2,"Členové","","Pracovní skupina pro reformu primární péče (Členové) ; Komise pro reprodukční medicínu (Členové)"
3684,"MUDr. Jitka Vojtová, MBA",2,"Členové","Svaz zdravotních pojišťoven ČR ; Svaz zdravotních pojišťoven","Mezioborová komise pro vzácná onemocnění (Členové) ; Národní rada komplexních onkologických center (Členové)"
3686,"Mgr. Štěpánka Pokorná",2,"Členové","ředitelka, Aliance žen s rakovinou prsu, o.p.s. ; Aliance žen s rakovinou prsu, o. p. s. (https://www.breastcancer.cz/)","Etická komise Ministerstva zdravotnictví (Členové) ; Pacientská rada ministra zdravotnictví (Členové)"
3690,"MUDr. Karel Švojgr, Ph.D.",2,"Hosté; Členové","ČOS ČLS JEP - Pediatrická sekce ; ERN PaedCan, FN Motol","Národní rada pro implementaci Národního onkologického programu (Hosté) ; Mezioborová komise pro vzácná onemocnění (Členové)"
3718,"Mgr. Markéta Švejdová Jandová, DiS.",2,"Předseda; Členové","OZP MZ","Mezioborová a meziresortní pracovní skupina pro koncepční řešení problematiky Alzheimerovy nemoci a obdobných onemocnění (PS PAN) (Předseda) ; Pracovní skupina pro koncepční řešení rozvoje geriatrické péče v České republice (Členové)"
3726,"Bc. Michaela Kolářová, MBA",2,"Členové","Česká asociace sester","Pracovní skupina pro koncepční řešení pediatrické péče (Členové) ; Komise pro novorozenecký laboratorní screening (Členové)"
3781,"doc. MUDr. Jan Bláha, Ph.D., MHA",2,"Členové","ANČR","Národní transfuzní komise MZ (Členové) ; Pracovní skupina pro restrukturalizaci intenzivní zdravotní péče (Členové)"
3787,"Mgr. Miroslav Kršiak",2,"Členové","","Pracovní skupina pro koncepční řešení oblasti zdravotních služeb a činností provozovaných dle živnostenského zákona (Členové) ; Meziresortní pracovní skupiny k výkonu rozsudku V proti ČR (Členové)"
3791,"PhDr. Mgr. Jan Bodnár, LL.M.",2,"Členové","náměstek ředitele VZP ; zástupce Všeobecné zdravotní pojišťovny ČR","Pracovní skupina pro klinické hodnocení humánních léčivých přípravků (Členové) ; Koncepční pracovní skupina pro přípravu budoucího programového období kohezní politiky EU 2028+ (Členové)"
3796,"MUDr. et Mgr. Dana Hrnčiariková, Ph.D.",2,"Členové","Česká společnost paliativní medicíny ČLS JEP","Mezioborová a meziresortní pracovní skupina pro koncepční řešení problematiky Alzheimerovy nemoci a obdobných onemocnění (PS PAN) (Členové) ; Pracovní skupina pro koncepční řešení rozvoje geriatrické péče v České republice (Členové)"
3797,"MUDr. Vladimíra Víšková",2,"Členové","","Mezioborová a meziresortní pracovní skupina pro koncepční řešení problematiky Alzheimerovy nemoci a obdobných onemocnění (PS PAN) (Členové) ; Meziresortní pracovní skupina pro rozvoj pohybových aktivit (Členové)"
3800,"prof. MUDr. Jakub Hort, Ph.D.",2,"Členové","","Vědecká rada Ministerstva zdravotnictví (Členové) ; Mezioborová a meziresortní pracovní skupina pro koncepční řešení problematiky Alzheimerovy nemoci a obdobných onemocnění (PS PAN) (Členové)"
3801,"MUDr. Astrid Matějková",2,"Členové","Společnost všeobecného lékařství ČLS JEP","Mezioborová a meziresortní pracovní skupina pro koncepční řešení problematiky Alzheimerovy nemoci a obdobných onemocnění (PS PAN) (Členové) ; Pracovní skupina pro koncepční řešení rozvoje geriatrické péče v České republice (Členové)"
3822,"MUDr. Michael Vít, Ph.D.",2,"Členové","","Poradní sbor hygieny práce a pracovního lékařství náměstkyně pro ochranu a podporu veřejného zdraví MZ ČR a hlavní hygieničky České republiky (Členové) ; Pracovní skupina pro reformu veřejného zdraví v ČR (Členové)"
3885,"MUDr. Samuel Heller, Ph.D.",2,"Členové","Česká angiologická společnost ČLS JEP","Komise pro posuzování rozmístění přístrojových zdravotnických prostředků a kapacit hrazených z veřejného zdravotního pojištění (Členové) ; Komise pro přípravu programu screeningu aneurysmatu abdominální aorty (Členové)"
3886,"prof. MUDr. Jiří Moláček, Ph.D.",2,"Členové","Česká společnost kardiovaskulární chirurgie ČLS JEP ; Česká chirurgická společnost ČLS JEP","Komise pro přípravu programu screeningu aneurysmatu abdominální aorty (Členové) ; Národní rada komplexních onkologických center (Členové)"
3899,"Renata Marková",2,"Členové","","Pracovní skupina k zajištění dostupnosti psychoterapie, psychoterapeutických a psychosociálních intervencí (Členové) ; Pracovní skupina k problematice péče o pacienty s nařízeným ochranným léčením (Členové)"
3909,"MUDr. Eliška Selinger, MSc.",2,"Členové","WHO","Komise pro výživu kojenců a malých dětí (Členové) ; Pracovní skupina pro reformu veřejného zdraví v ČR (Členové)"
3945,"Mgr. Kristýna Jánišová",2,"Členové","","Pracovní skupina k seznamu zdravotních výkonů s bodovými hodnotami (Členové) ; Pracovní skupina pro koncepční řešení pediatrické péče (Členové)"
3961,"Mgr. Jan Knytl",2,"Členové","Odbor legislativně-právní MZD","Pracovní skupina k zajištění dostupnosti psychoterapie, psychoterapeutických a psychosociálních intervencí (Členové) ; Pracovní skupina pro klinické hodnocení humánních léčivých přípravků (Členové)"
3985,"PhDr. Ondřej Andrys, MAE, MBA, MPA",2,"Členové","Ministerstvo školství, mládeže a tělovýchovy","Komise pro řešení závažných hrozeb pro veřejné zdraví s možnými přeshraničními dopady (Ústřední epidemiologická komise) (Členové) ; Meziresortní pracovní skupina pro rozvoj pohybových aktivit (Členové)"
4011,"Mgr. Nora Veselá",2,"Tajemník","","Meziresortní pracovní skupina pro problematiku institucionálního stravování (Tajemník) ; Národní institut pro zvládání pandemie (Tajemník)"
4022,"prof. MUDr. Martin Matoulek, Ph.D.",2,"Členové","","Meziresortní pracovní skupina pro rozvoj pohybových aktivit (Členové) ; Pracovní skupina pro obezitu a diabetes v rámci Národního programu prevence a léčby obezity České republiky (Členové)"
4028,"Mgr. Jana Havrdová, MPA",2,"Členové","","Meziresortní pracovní skupina pro rozvoj pohybových aktivit (Členové) ; Pracovní skupina pro obezitu a diabetes v rámci Národního programu prevence a léčby obezity České republiky (Členové)"
4035,"Mgr. David Kolář",2,"Členové","výkonný ředitel AIFP","Pracovní skupina pro klinické hodnocení humánních léčivých přípravků (Členové) ; Pracovní skupina pro bakteriofágovou terapii (Členové)"
4041,"Bc. Lenka Šnajdrová",2,"Členové; Tajemník","Ministerstvo zdravotnictví ČR","Akreditační komise pro nelékařská povolání dle § 47 zákona č. 96/2004 Sb. (Členové) ; Pracovní skupina pro nastavení systémových změn v odbornosti zdravotnický záchranář (Tajemník)"
4096,"Mgr. Stanislav Verosta",2,"Členové","Ministerstvo zdravotnictví","Komise pro kategorizaci a úhradovou regulaci zdravotnických prostředků (Členové) ; Poradní sbor pro lékovou politiku (Členové)"
4114,"MUDr. Alena Jeníková",2,"Členové","Všeobecná zdravotní pojišťovna ČR","Komise pro reprodukční medicínu (Členové) ; Komise pro podporu diagnostiky a léčby rakoviny slinivky břišní (Členové)"
4118,"prof. MUDr. Ondřej Urban, Ph.D.",2,"Členové","člen od 1.9.2025 ; Česká gastroenterologická společnost ČLS JEP","Komise pro institucionální podporu (Členové) ; Komise pro podporu diagnostiky a léčby rakoviny slinivky břišní (Členové)"
